,Date,Departure Time,Revenue ($),Passengers (First Class),Passengers (Business Class),Passengers (Economy Class),Origin,Destination,Pod,Distance (km),Flight Number,Aircraft Type,Departure Gate,Arrival Gate,Airline
1144,2023-06-06,23:15,1750.0,3.0,10.0,82.95,DXB,HND,B,3140.0,148.0,Airbus A320,C,A,Emirates
1145,2023-06-10,10:00,1591.0,4.0,19.0,72.45,SYD,,B,4085.0,481.0,Airbus A320,A,B,Emirates
1146,2023-07-02,20:36,4317.0,4.0,15.0,121.8,,SIN,B,3197.0,836.0,Boeing 777,A,,American Airlines
1147,2023-06-13,00:47,1709.0,6.0,25.0,120.75,AMS,LHR,B,4145.0,165.0,Boeing 737,,C,Qantas
1148,2023-06-30,05:09,2028.0,5.0,10.0,94.0,ORD,LHR,A,3447.0,611.0,Boeing 737,,,
1149,2023-06-17,13:01,1208.0,7.0,19.0,191.1,AMS,CDG,B,4700.0,987.0,Boeing 737,A,C,British Airways
1150,2023-06-06,04:50,2028.0,10.0,23.0,125.0,JFK,CDG,A,1028.0,997.0,Boeing 737,,B,
1151,2023-06-11,04:59,4572.0,1.0,22.0,96.0,LHR,LAX,A,4308.0,905.0,Airbus A320,B,A,American Airlines
1152,2023-07-05,10:15,4751.0,4.0,19.0,107.0,JFK,BOG,A,3224.0,418.0,Airbus A380,B,C,American Airlines
1153,2023-06-19,16:28,2490.0,1.0,30.0,133.0,LHR,,A,2462.0,168.0,Airbus A380,B,D,Emirates
1154,2023-07-05,23:06,4689.0,2.0,18.0,78.0,LHR,CDG,A,3846.0,947.0,Airbus A320,B,,
1155,2023-06-23,10:29,2750.0,3.0,18.0,171.15,DXB,SIN,B,3796.0,231.0,Boeing 777,C,A,British Airways
1156,2023-06-09,03:18,4497.0,2.0,19.0,152.25,AMS,LHR,B,,,Boeing 777,,,
1157,2023-06-06,14:38,2898.0,1.0,17.0,96.0,ORD,,A,3546.0,116.0,Airbus A380,B,A,American Airlines
1158,2023-06-27,13:28,3729.0,9.0,21.0,96.6,SYD,LHR,B,4624.0,471.0,Boeing 737,B,,British Airways
1159,2023-07-02,08:27,3290.0,4.0,28.0,181.0,LHR,CDG,A,1911.0,786.0,Airbus A380,,A,American Airlines
1160,2023-06-29,02:59,2200.0,4.0,20.0,108.15,,LAX,B,4024.0,798.0,Boeing 737,D,,British Airways
1161,2023-06-19,21:07,2742.0,7.0,18.0,59.85,DXB,,B,3848.0,901.0,Boeing 777,A,A,Emirates
1162,2023-07-01,13:34,3130.0,4.0,29.0,192.15,,,B,2390.0,992.0,Boeing 777,D,C,British Airways
1163,2023-06-29,08:46,4073.0,5.0,13.0,91.35,,,B,2688.0,948.0,Airbus A320,A,C,Qantas
1164,2023-06-15,12:06,2858.0,4.0,15.0,63.0,ORD,LAX,A,2099.0,701.0,Airbus A320,C,A,Emirates
1165,2023-06-30,18:00,1667.0,3.0,20.0,86.0,ORD,SIN,A,1008.0,736.0,Boeing 737,C,A,Qantas
1166,2023-06-24,10:13,4662.0,7.0,28.0,196.35,DXB,LAX,B,1539.0,633.0,Boeing 737,C,,British Airways
1167,2023-06-06,17:42,1947.0,4.0,29.0,163.8,AMS,LHR,B,1131.0,605.0,Airbus A380,A,A,Qantas
1168,2023-06-22,00:18,4461.0,7.0,24.0,198.45,AMS,CDG,B,2560.0,624.0,Airbus A320,C,,American Airlines
1169,2023-06-10,20:57,3487.0,3.0,13.0,78.0,LHR,CDG,A,4031.0,381.0,Boeing 737,C,A,Emirates
1170,2023-06-22,23:21,2229.0,7.0,23.0,101.0,ORD,BOG,A,4632.0,431.0,Airbus A380,D,B,American Airlines
1171,2023-06-21,09:40,4793.0,6.0,17.0,116.55,AMS,BOG,B,1590.0,496.0,Airbus A320,A,A,Emirates
1172,2023-06-17,22:39,4330.0,8.0,27.0,207.9,AMS,LAX,B,4704.0,793.0,Airbus A380,,A,American Airlines
1173,2023-06-27,03:28,4112.0,5.0,30.0,158.55,,LAX,B,1250.0,886.0,Boeing 737,B,,Emirates
1174,2023-07-05,21:06,3409.0,6.0,22.0,93.0,JFK,,A,1717.0,757.0,Airbus A320,B,,Emirates
1175,2023-06-12,22:41,2341.0,4.0,16.0,144.9,,BOG,B,2276.0,978.0,Boeing 777,A,A,Qantas
1176,2023-06-25,10:16,2332.0,2.0,16.0,147.0,,SIN,B,4172.0,887.0,Boeing 737,B,C,British Airways
1177,2023-06-30,04:38,1601.0,5.0,21.0,172.0,ORD,BOG,A,2946.0,345.0,Boeing 737,,D,Emirates
1178,2023-06-28,20:21,2461.0,6.0,12.0,144.0,LHR,LAX,A,1204.0,566.0,Airbus A380,B,,American Airlines
1179,2023-06-19,06:50,4400.0,8.0,27.0,119.0,LHR,,A,2825.0,904.0,Airbus A320,A,,American Airlines
1180,2023-06-11,18:53,4523.0,2.0,15.0,82.95,SYD,HND,B,3841.0,991.0,Airbus A320,B,,British Airways
1181,2023-06-14,06:34,1719.0,9.0,14.0,68.25,DXB,LAX,B,2701.0,512.0,Boeing 777,D,C,
1182,2023-06-30,16:25,4938.0,5.0,23.0,110.0,LHR,HND,A,2912.0,214.0,Boeing 737,A,,British Airways
1183,2023-06-28,21:14,4731.0,4.0,28.0,53.55,AMS,CDG,B,4727.0,323.0,Airbus A380,A,A,
1184,2023-06-18,11:23,2475.0,9.0,20.0,120.75,DXB,SIN,B,4649.0,108.0,Airbus A320,A,,Qantas
1185,2023-07-03,07:12,3377.0,7.0,29.0,180.6,AMS,CDG,B,1961.0,740.0,Boeing 737,B,A,Emirates
1186,2023-06-14,15:12,3365.0,3.0,17.0,126.0,JFK,BOG,A,4866.0,524.0,Boeing 777,D,,British Airways
1187,2023-06-10,04:30,2589.0,2.0,24.0,88.2,AMS,BOG,B,3891.0,478.0,Boeing 737,B,C,Emirates
1188,2023-06-25,02:17,2976.0,2.0,17.0,185.85,DXB,CDG,B,1293.0,710.0,Boeing 777,D,A,Qantas
1189,2023-06-06,20:52,1470.0,4.0,13.0,70.35000000000001,SYD,HND,B,4508.0,893.0,Airbus A320,D,B,American Airlines
1190,2023-06-24,22:45,3558.0,4.0,18.0,106.05,,CDG,B,2563.0,540.0,Boeing 777,,C,Emirates
1191,2023-06-09,22:36,4018.0,2.0,28.0,108.15,DXB,LAX,B,4842.0,466.0,Airbus A320,A,D,Emirates
1192,2023-06-08,14:02,3109.0,7.0,22.0,105.0,LHR,LHR,A,1140.0,933.0,nan,,B,
1193,2023-06-30,11:18,1698.0,3.0,22.0,158.55,SYD,SIN,B,1308.0,344.0,Boeing 777,B,B,Qantas
1194,2023-06-23,06:33,3383.0,6.0,20.0,176.0,ORD,,A,3046.0,735.0,Airbus A320,B,A,American Airlines
1195,2023-07-04,19:16,1447.0,2.0,25.0,173.0,JFK,SIN,A,4147.0,898.0,Airbus A320,B,,British Airways
1196,2023-06-29,16:12,1274.0,6.0,22.0,136.5,AMS,LAX,B,3639.0,205.0,Boeing 737,D,D,Qantas
1197,2023-07-01,20:56,4434.0,2.0,19.0,192.15,DXB,HND,B,4482.0,488.0,Boeing 777,D,,
1198,2023-07-03,03:40,2011.0,7.0,28.0,82.95,AMS,LHR,B,3594.0,969.0,Airbus A320,,D,British Airways
1199,2023-06-25,14:52,4260.0,6.0,30.0,152.25,,,B,2726.0,652.0,Boeing 777,A,A,British Airways
1200,2023-06-30,20:33,4213.0,10.0,30.0,163.8,,LAX,B,3742.0,927.0,Boeing 777,A,C,Qantas
1201,2023-06-20,02:41,2296.0,5.0,20.0,51.0,JFK,BOG,A,3485.0,673.0,Airbus A380,D,C,Emirates
1202,2023-06-11,21:11,2095.0,9.0,27.0,94.5,SYD,HND,B,1574.0,800.0,Boeing 777,A,C,American Airlines
1203,2023-06-26,16:00,3760.0,7.0,15.0,114.45,SYD,HND,B,3014.0,816.0,Boeing 777,,B,Qantas
1204,2023-06-19,21:20,3445.0,3.0,29.0,81.0,LHR,SIN,A,1663.0,581.0,Boeing 737,D,,American Airlines
1205,2023-06-09,02:35,2761.0,8.0,13.0,68.0,ORD,LHR,A,4461.0,395.0,Airbus A380,,D,American Airlines
1206,2023-06-18,08:48,3423.0,2.0,12.0,129.15,DXB,LAX,B,1660.0,695.0,Airbus A380,C,A,Qantas
1207,2023-06-07,14:46,1090.0,9.0,25.0,141.0,LHR,LAX,A,1163.0,672.0,Boeing 737,C,C,British Airways
1208,2023-06-25,12:41,1286.0,10.0,10.0,184.8,DXB,LHR,B,2639.0,261.0,Boeing 777,A,C,
1209,2023-07-05,12:43,1695.0,5.0,13.0,196.0,ORD,BOG,A,2068.0,841.0,Boeing 737,B,A,
1210,2023-06-19,18:28,3809.0,5.0,29.0,137.0,JFK,BOG,A,3671.0,600.0,Airbus A320,B,B,American Airlines
1211,2023-06-30,18:27,4400.0,10.0,22.0,187.95,AMS,SIN,B,4301.0,869.0,Airbus A320,,C,
1212,2023-07-05,11:12,2835.0,2.0,13.0,161.0,ORD,CDG,A,1777.0,757.0,Airbus A320,D,D,Qantas
1213,2023-06-25,18:54,2599.0,8.0,27.0,153.0,LHR,LHR,A,4856.0,564.0,Boeing 737,,B,
1214,2023-06-15,14:43,2965.0,2.0,14.0,187.95,SYD,HND,B,1603.0,973.0,Airbus A380,A,,Emirates
1215,2023-07-03,06:23,4618.0,3.0,21.0,100.8,AMS,LAX,B,2086.0,769.0,Boeing 737,B,,
1216,2023-06-23,21:23,4172.0,2.0,28.0,72.0,ORD,LAX,A,1418.0,476.0,Boeing 737,D,D,Qantas
1217,2023-06-19,11:16,1896.0,9.0,11.0,201.6,AMS,LHR,B,2078.0,614.0,Boeing 737,D,C,Emirates
1218,2023-06-07,20:37,4854.0,8.0,16.0,197.0,LHR,CDG,A,3973.0,780.0,Airbus A320,B,B,British Airways
1219,2023-07-05,15:30,4096.0,5.0,15.0,91.35,DXB,LHR,B,4611.0,494.0,Boeing 737,C,B,Qantas
1220,2023-06-29,02:12,4152.0,8.0,30.0,81.9,,LHR,B,2552.0,272.0,Airbus A380,B,,
1221,2023-07-02,02:10,2930.0,3.0,24.0,92.4,DXB,LHR,B,1721.0,934.0,Boeing 737,B,B,British Airways
1222,2023-07-01,00:18,4943.0,4.0,19.0,185.0,LHR,SIN,A,3799.0,733.0,Boeing 777,,B,American Airlines
1223,2023-06-08,13:37,2622.0,9.0,20.0,200.55,,CDG,B,2611.0,674.0,Airbus A380,A,D,British Airways
1224,2023-06-27,20:29,1737.0,7.0,26.0,70.0,ORD,HND,A,2568.0,692.0,Boeing 737,B,,Emirates
1225,2023-06-18,19:03,4871.0,1.0,27.0,110.25,SYD,,B,3843.0,484.0,Airbus A380,C,B,
1226,2023-07-03,07:10,1046.0,1.0,24.0,115.0,LHR,HND,A,1122.0,162.0,Airbus A320,B,D,American Airlines
1227,2023-07-03,10:07,2570.0,9.0,13.0,103.95,,,B,2062.0,722.0,Boeing 737,C,,American Airlines
1228,2023-06-24,21:32,1379.0,10.0,28.0,65.0,JFK,,A,4027.0,522.0,Airbus A320,,D,Emirates
1229,2023-06-30,07:14,,1.0,25.0,57.75,,HND,B,,,Boeing 777,C,,British Airways
1230,2023-06-26,23:18,2467.0,8.0,24.0,170.1,SYD,BOG,B,1744.0,231.0,Airbus A320,D,,
1231,2023-06-17,12:03,3681.0,6.0,24.0,126.0,LHR,,A,2075.0,364.0,Airbus A320,A,B,
1232,2023-06-08,18:47,3074.0,9.0,20.0,173.25,AMS,BOG,B,1633.0,871.0,Boeing 737,,B,
1233,2023-06-21,15:56,4983.0,3.0,20.0,61.0,JFK,SIN,A,1872.0,835.0,Airbus A380,D,C,
1234,2023-06-12,20:33,1083.0,8.0,18.0,76.65,SYD,LAX,B,2856.0,812.0,Airbus A320,C,D,Qantas
1235,2023-07-02,10:49,4737.0,5.0,25.0,52.0,ORD,CDG,A,3732.0,759.0,Boeing 777,D,B,British Airways
1236,2023-07-05,02:49,2162.0,5.0,16.0,101.0,ORD,BOG,A,2765.0,671.0,Airbus A320,B,D,Emirates
1237,2023-06-06,20:53,3695.0,3.0,15.0,186.9,DXB,SIN,B,3834.0,943.0,Boeing 737,D,A,Qantas
1238,2023-07-03,23:28,1111.0,2.0,20.0,126.0,SYD,SIN,B,1624.0,616.0,Airbus A320,A,A,
1239,2023-07-03,18:12,3101.0,3.0,12.0,94.5,,LHR,B,4394.0,173.0,Airbus A320,C,D,American Airlines
1240,2023-06-14,06:59,1650.0,10.0,17.0,60.900000000000006,AMS,CDG,B,1815.0,871.0,Airbus A380,A,B,Qantas
1241,2023-06-20,23:44,4787.0,7.0,21.0,77.0,LHR,,A,3520.0,832.0,Boeing 737,D,,
1242,2023-06-30,00:41,3439.0,10.0,12.0,125.0,ORD,HND,A,3797.0,578.0,Boeing 777,C,C,British Airways
1243,2023-06-28,21:44,2300.0,2.0,29.0,89.25,,,B,2413.0,158.0,Airbus A320,B,C,American Airlines
1244,2023-06-25,06:57,3470.0,4.0,27.0,144.0,JFK,LHR,A,3465.0,407.0,Airbus A320,B,,American Airlines
1245,2023-06-15,05:20,1656.0,10.0,27.0,81.9,,HND,B,3373.0,995.0,Boeing 777,,D,British Airways
1246,2023-06-19,17:28,2901.0,5.0,20.0,166.95000000000002,,BOG,B,2790.0,281.0,Airbus A380,,B,
1247,2023-06-06,03:21,2455.0,8.0,12.0,159.6,DXB,LHR,B,2021.0,109.0,Boeing 777,A,B,Emirates
1248,2023-06-11,08:49,1806.0,7.0,14.0,94.0,ORD,BOG,A,2449.0,838.0,Airbus A380,D,A,Qantas
1249,2023-06-07,03:13,3034.0,7.0,11.0,176.0,JFK,HND,A,1791.0,655.0,Airbus A320,C,B,British Airways
1250,2023-06-28,14:37,2972.0,7.0,26.0,210.0,AMS,LHR,B,1480.0,533.0,Boeing 737,A,A,British Airways
1251,2023-06-09,22:53,2276.0,4.0,30.0,54.6,AMS,SIN,B,1545.0,324.0,Boeing 777,A,,British Airways
1252,2023-06-30,14:23,4336.0,4.0,25.0,112.35,,HND,B,1835.0,763.0,Boeing 737,,D,Emirates
1253,2023-06-29,03:04,1106.0,8.0,14.0,142.8,DXB,HND,B,4367.0,311.0,Boeing 737,C,,Emirates
1254,2023-06-29,09:43,4627.0,2.0,17.0,101.85,,,B,1064.0,465.0,Boeing 777,B,,British Airways
1255,2023-06-24,07:10,2769.0,7.0,30.0,174.0,ORD,SIN,A,3148.0,351.0,Boeing 737,C,C,American Airlines
1256,2023-06-23,16:21,2928.0,6.0,29.0,109.2,AMS,BOG,B,3478.0,267.0,Boeing 737,B,,Emirates
1257,2023-06-13,10:13,3101.0,9.0,11.0,197.0,LHR,LHR,A,1224.0,156.0,Airbus A320,,D,British Airways
1258,2023-06-30,13:50,1193.0,4.0,17.0,129.0,LHR,LHR,A,2614.0,863.0,Airbus A320,A,C,
1259,2023-07-04,21:31,1233.0,10.0,21.0,144.9,DXB,BOG,B,1373.0,528.0,Boeing 737,B,,Qantas
1260,2023-06-22,21:27,4261.0,8.0,26.0,194.25,,LHR,B,4312.0,394.0,Airbus A380,A,D,American Airlines
1261,2023-06-17,17:40,4267.0,4.0,16.0,200.0,JFK,LHR,A,3795.0,886.0,Airbus A320,,,
1262,2023-06-07,00:22,3654.0,8.0,24.0,201.6,SYD,LAX,B,2780.0,314.0,Boeing 777,B,B,Qantas
1263,2023-07-03,12:02,1092.0,8.0,12.0,166.95000000000002,AMS,HND,B,1001.0,671.0,Airbus A380,C,A,American Airlines
1264,2023-06-30,12:14,1295.0,6.0,22.0,189.0,AMS,,B,4299.0,781.0,Airbus A380,D,B,British Airways
1265,2023-06-23,05:25,4260.0,5.0,15.0,72.45,SYD,SIN,B,1005.0,140.0,Airbus A380,,,American Airlines
1266,2023-06-22,06:55,1259.0,8.0,12.0,202.65,,LHR,B,3177.0,361.0,Boeing 777,B,D,Emirates
1267,2023-06-30,07:34,1281.0,10.0,20.0,134.4,SYD,,B,4439.0,667.0,Boeing 737,C,,American Airlines
1268,2023-06-29,18:51,4089.0,4.0,19.0,123.9,,,B,3106.0,356.0,Boeing 737,B,B,
1269,2023-06-20,10:51,4856.0,1.0,19.0,207.9,,LHR,B,1405.0,999.0,Airbus A380,C,D,American Airlines
1270,2023-06-06,12:36,2040.0,5.0,15.0,169.05,DXB,BOG,B,2686.0,546.0,Boeing 737,B,,American Airlines
1271,2023-06-26,13:37,1002.0,4.0,10.0,85.0,LHR,CDG,A,3190.0,873.0,Airbus A380,B,,American Airlines
1272,2023-06-06,23:02,4783.0,7.0,13.0,155.0,ORD,LHR,A,4957.0,815.0,Airbus A320,D,C,Qantas
1273,2023-07-05,12:01,3259.0,9.0,21.0,181.65,DXB,,B,4181.0,975.0,Airbus A320,B,,Qantas
1274,2023-06-17,22:03,2552.0,2.0,20.0,198.45,SYD,LAX,B,2554.0,563.0,Boeing 777,A,,Qantas
1275,2023-06-13,22:56,2980.0,5.0,22.0,180.0,ORD,LHR,A,1114.0,604.0,Airbus A320,C,,
1276,2023-06-26,02:47,3437.0,8.0,14.0,162.75,SYD,CDG,B,2327.0,967.0,Airbus A320,C,,
1277,2023-06-22,06:47,1390.0,2.0,12.0,143.85,DXB,BOG,B,3571.0,130.0,Airbus A380,,C,Emirates
1278,2023-06-06,12:30,2839.0,8.0,17.0,92.4,,BOG,B,3530.0,526.0,Airbus A380,A,B,Emirates
1279,2023-06-16,14:00,3041.0,1.0,21.0,101.0,LHR,LAX,A,2238.0,157.0,Airbus A380,C,A,
1280,2023-06-12,07:36,2505.0,8.0,14.0,119.0,LHR,CDG,A,4134.0,401.0,Airbus A320,,C,Emirates
1281,2023-06-10,21:36,2996.0,2.0,10.0,123.0,LHR,LHR,A,3026.0,338.0,Airbus A320,A,D,
1282,2023-06-11,09:58,4876.0,7.0,18.0,154.35,,,B,1928.0,102.0,Airbus A380,B,A,British Airways
1283,2023-06-09,14:25,4495.0,4.0,23.0,86.0,ORD,BOG,A,4769.0,865.0,Airbus A320,A,C,Emirates
1284,2023-06-13,04:40,1161.0,5.0,25.0,59.0,ORD,LHR,A,1177.0,172.0,Boeing 737,,D,British Airways
1285,2023-06-25,10:33,1517.0,2.0,16.0,181.65,DXB,HND,B,1508.0,288.0,Airbus A380,C,,British Airways
1286,2023-06-15,11:29,1257.0,6.0,13.0,58.0,ORD,HND,A,4423.0,436.0,Airbus A320,,,British Airways
1287,2023-06-28,21:54,3991.0,5.0,14.0,189.0,AMS,BOG,B,2374.0,112.0,Airbus A320,C,B,Qantas
1288,2023-06-09,17:05,3637.0,4.0,17.0,105.0,JFK,HND,A,4575.0,615.0,Airbus A380,A,C,Qantas
1289,2023-06-24,08:57,2374.0,4.0,10.0,108.0,JFK,LAX,A,3071.0,945.0,Boeing 737,C,D,
1290,2023-06-22,18:54,4781.0,4.0,28.0,172.0,ORD,LHR,A,3846.0,844.0,Airbus A320,B,B,Emirates
1291,2023-06-29,17:32,4294.0,5.0,10.0,131.25,AMS,BOG,B,3623.0,780.0,Boeing 737,,C,
1292,2023-06-14,04:52,2670.0,8.0,16.0,60.900000000000006,DXB,SIN,B,3493.0,583.0,Boeing 777,D,,
1293,2023-06-28,03:34,4981.0,1.0,23.0,76.0,LHR,LAX,A,1533.0,300.0,Airbus A380,,,Qantas
1294,2023-06-11,13:56,1388.0,2.0,26.0,162.0,JFK,BOG,A,4964.0,718.0,Airbus A380,,B,American Airlines
1295,2023-06-06,22:05,4307.0,8.0,24.0,199.5,SYD,BOG,B,1826.0,329.0,Airbus A380,D,B,
1296,2023-06-07,12:59,3493.0,3.0,12.0,133.0,LHR,CDG,A,2357.0,442.0,Boeing 777,,A,Emirates
1297,2023-06-19,05:50,4673.0,8.0,10.0,129.15,SYD,HND,B,4606.0,625.0,Boeing 777,,B,Qantas
1298,2023-06-17,19:02,4224.0,2.0,17.0,97.0,ORD,LAX,A,3039.0,850.0,Airbus A320,B,D,American Airlines
1299,2023-06-21,04:20,2991.0,2.0,28.0,139.65,,,B,4889.0,826.0,Airbus A380,,D,
1300,2023-06-21,22:11,1329.0,3.0,10.0,191.0,LHR,,A,1738.0,717.0,Airbus A320,A,B,Emirates
1301,2023-06-17,10:26,1979.0,6.0,11.0,163.0,ORD,SIN,A,1104.0,877.0,Airbus A320,A,B,British Airways
1302,2023-07-02,17:44,1648.0,6.0,25.0,175.0,LHR,CDG,A,3338.0,746.0,Boeing 777,D,D,
1303,2023-06-06,14:35,2171.0,8.0,23.0,201.6,DXB,CDG,B,4087.0,575.0,Airbus A380,C,D,
1304,2023-06-11,14:28,4181.0,7.0,13.0,195.0,JFK,CDG,A,4335.0,576.0,Boeing 737,D,D,British Airways
1305,2023-06-12,04:56,4619.0,9.0,25.0,68.25,SYD,CDG,B,3971.0,461.0,Boeing 777,B,,Emirates
1306,2023-06-27,00:32,1874.0,2.0,17.0,149.1,DXB,LAX,B,4736.0,631.0,Airbus A380,A,,
1307,2023-06-25,08:02,3399.0,7.0,29.0,181.0,JFK,LAX,A,2421.0,999.0,Boeing 777,,B,British Airways
1308,2023-06-27,04:00,2936.0,9.0,18.0,103.95,DXB,HND,B,1755.0,158.0,Boeing 737,,,British Airways
1309,2023-07-03,22:15,4223.0,5.0,14.0,191.1,DXB,BOG,B,2483.0,523.0,Airbus A320,D,B,Emirates
1310,2023-06-26,17:58,4132.0,7.0,26.0,101.0,ORD,LAX,A,1077.0,438.0,Boeing 777,A,C,American Airlines
1311,2023-06-21,17:57,4706.0,9.0,29.0,148.05,,CDG,B,1604.0,197.0,Airbus A320,B,B,
1312,2023-06-14,14:48,2717.0,2.0,24.0,170.0,ORD,BOG,A,2529.0,664.0,Boeing 737,B,,American Airlines
1313,2023-07-02,10:20,4473.0,8.0,29.0,99.0,LHR,SIN,A,3347.0,613.0,Boeing 737,D,,American Airlines
1314,2023-07-05,19:43,4422.0,9.0,13.0,107.0,ORD,LAX,A,4744.0,596.0,Boeing 777,D,A,British Airways
1315,2023-06-19,15:22,4841.0,5.0,11.0,80.85000000000001,AMS,CDG,B,1091.0,172.0,Airbus A380,A,C,Emirates
1316,2023-06-29,16:18,2930.0,6.0,13.0,196.0,ORD,LAX,A,1305.0,522.0,Airbus A320,D,A,American Airlines
1317,2023-07-03,07:08,4976.0,4.0,16.0,98.0,LHR,LHR,A,3964.0,956.0,Airbus A320,,D,British Airways
1318,2023-06-17,18:18,2728.0,5.0,19.0,138.6,,BOG,B,1699.0,505.0,Boeing 777,D,B,Emirates
1319,2023-06-28,02:13,2799.0,3.0,26.0,208.95,,LHR,B,3932.0,639.0,Airbus A320,A,,American Airlines
1320,2023-07-01,06:37,1293.0,1.0,26.0,184.8,SYD,CDG,B,2517.0,750.0,Airbus A380,C,A,Emirates
1321,2023-06-09,05:31,4151.0,3.0,15.0,178.0,LHR,SIN,A,3631.0,673.0,Airbus A320,B,B,American Airlines
1322,2023-07-01,07:05,3042.0,1.0,30.0,66.15,SYD,,B,2536.0,819.0,Boeing 737,D,A,Emirates
1323,2023-06-12,13:24,3876.0,4.0,30.0,173.25,,SIN,B,3233.0,454.0,Airbus A320,C,B,Qantas
1324,2023-06-17,06:28,2335.0,5.0,14.0,210.0,DXB,LAX,B,4924.0,898.0,Boeing 777,,,American Airlines
1325,2023-06-10,05:31,3875.0,2.0,11.0,51.0,ORD,LAX,A,4735.0,973.0,Boeing 777,D,A,American Airlines
1326,2023-06-23,14:33,1836.0,3.0,21.0,107.1,AMS,LHR,B,1114.0,337.0,Boeing 777,B,,Emirates
1327,2023-06-21,02:20,3270.0,1.0,18.0,73.5,AMS,HND,B,2043.0,314.0,Boeing 737,A,C,
1328,2023-06-19,10:02,1002.0,6.0,11.0,117.6,AMS,LAX,B,3571.0,409.0,Airbus A320,C,A,Qantas
1329,2023-06-17,20:54,4239.0,4.0,27.0,174.3,AMS,,B,1100.0,290.0,Airbus A380,B,B,
1330,2023-06-10,16:38,2395.0,10.0,26.0,97.65,AMS,SIN,B,4779.0,952.0,Boeing 737,B,,Emirates
1331,2023-06-22,02:24,3770.0,6.0,24.0,55.0,LHR,HND,A,3909.0,711.0,Boeing 737,D,D,Qantas
1332,2023-06-19,22:16,1104.0,10.0,28.0,120.75,,,B,2489.0,446.0,Airbus A380,B,B,American Airlines
1333,2023-06-11,02:03,1771.0,6.0,28.0,,LHR,SIN,A,,518.0,nan,B,A,
1334,2023-06-18,12:02,1731.0,3.0,27.0,117.6,,LHR,B,1118.0,362.0,Boeing 737,C,A,Qantas
1335,2023-06-18,01:06,2601.0,10.0,17.0,52.5,DXB,BOG,B,2342.0,341.0,Airbus A380,C,,British Airways
1336,2023-06-11,08:07,3348.0,6.0,28.0,157.5,,LAX,B,1250.0,427.0,Boeing 777,B,,Emirates
1337,2023-06-16,15:40,2560.0,2.0,10.0,139.65,AMS,LAX,B,3233.0,840.0,Airbus A380,C,,Emirates
1338,2023-06-08,09:44,2753.0,10.0,29.0,54.6,SYD,,B,2109.0,946.0,Airbus A380,,,
1339,2023-06-07,20:24,2439.0,3.0,17.0,64.05,DXB,BOG,B,3646.0,398.0,Airbus A320,C,,Qantas
1340,2023-06-21,00:51,3185.0,9.0,16.0,93.45,SYD,LAX,B,1149.0,674.0,Airbus A320,A,,Qantas
1341,2023-06-18,08:30,2153.0,3.0,23.0,100.8,SYD,LHR,B,2819.0,431.0,Airbus A320,C,,Emirates
1342,2023-06-18,08:08,4650.0,8.0,18.0,191.0,JFK,SIN,A,4365.0,601.0,Boeing 777,D,D,
1343,2023-07-01,06:06,4449.0,8.0,19.0,108.15,,,B,3234.0,517.0,Boeing 737,D,A,British Airways
1344,2023-06-08,03:16,4980.0,7.0,21.0,115.5,AMS,CDG,B,1681.0,673.0,Boeing 737,D,C,Qantas
1345,2023-06-24,20:07,4898.0,8.0,17.0,172.20000000000002,,,B,2792.0,503.0,Boeing 737,A,D,British Airways
1346,2023-06-21,03:51,3927.0,2.0,13.0,161.0,JFK,CDG,A,3552.0,565.0,Boeing 737,C,C,Emirates
1347,2023-06-09,05:09,1178.0,7.0,16.0,114.45,DXB,SIN,B,3144.0,465.0,Airbus A380,,C,
1348,2023-06-24,12:53,4539.0,4.0,30.0,68.0,LHR,LAX,A,4147.0,767.0,Airbus A320,A,C,British Airways
1349,2023-06-22,08:51,4669.0,1.0,15.0,124.95,,CDG,B,2924.0,232.0,Airbus A320,B,C,Qantas
1350,2023-06-14,04:56,1019.0,5.0,18.0,102.9,,LAX,B,2421.0,468.0,Boeing 737,A,B,Emirates
1351,2023-06-06,21:36,3190.0,3.0,25.0,200.55,SYD,BOG,B,2946.0,145.0,Airbus A380,B,A,American Airlines
1352,2023-06-15,02:44,4388.0,5.0,11.0,195.3,DXB,HND,B,2313.0,919.0,Boeing 737,,C,Emirates
1353,2023-06-21,17:48,2562.0,2.0,18.0,199.5,AMS,,B,2432.0,560.0,Airbus A380,A,C,Emirates
1354,2023-06-12,05:46,2333.0,3.0,29.0,166.95000000000002,DXB,LHR,B,2914.0,383.0,Airbus A380,D,,British Airways
1355,2023-07-03,01:08,2139.0,10.0,14.0,102.0,LHR,LAX,A,3394.0,437.0,Airbus A320,B,C,British Airways
1356,2023-06-09,09:10,1089.0,10.0,17.0,189.0,AMS,CDG,B,2032.0,729.0,Boeing 777,A,A,Qantas
1357,2023-06-07,01:04,3311.0,5.0,29.0,144.9,SYD,BOG,B,4832.0,939.0,Airbus A320,D,D,American Airlines
1358,2023-07-03,19:43,4922.0,9.0,16.0,163.8,,SIN,B,3968.0,979.0,Boeing 737,D,A,Qantas
1359,2023-06-25,01:23,3904.0,4.0,12.0,202.65,AMS,LAX,B,3683.0,616.0,Boeing 777,C,B,Qantas
1360,2023-07-01,18:59,3306.0,6.0,19.0,135.0,ORD,SIN,A,4817.0,119.0,Airbus A320,B,C,Qantas
